FIPS,abbr,full,pop_est_2015
55055,WI,Jefferson County,"84,559"
55057,WI,Juneau County,"26,224"
55059,WI,Kenosha County,"168,437"
55061,WI,Kewaunee County,"20,366"
55063,WI,La Crosse County,"118,212"
55065,WI,Lafayette County,"16,829"
55067,WI,Langlade County,"19,223"
55069,WI,Lincoln County,"27,980"
55071,WI,Manitowoc County,"79,806"
55073,WI,Marathon County,"135,868"
55075,WI,Marinette County,"40,884"
55077,WI,Marquette County,"15,075"
55078,WI,Menominee County,"4,573"
55079,WI,Milwaukee County,"957,735"
55081,WI,Monroe County,"45,549"
55083,WI,Oconto County,"37,435"
55085,WI,Oneida County,"35,567"
55087,WI,Outagamie County,"183,245"
55089,WI,Ozaukee County,"87,850"
55091,WI,Pepin County,"7,290"
55093,WI,Pierce County,"40,889"
55095,WI,Polk County,"43,441"
55097,WI,Portage County,"70,408"
55099,WI,Price County,"13,645"
55101,WI,Racine County,"195,080"
55103,WI,Richland County,"17,495"
55105,WI,Rock County,"161,448"
55107,WI,Rusk County,"14,124"
55109,WI,St. Croix County,"87,513"
55111,WI,Sauk County,"63,642"
55113,WI,Sawyer County,"16,376"
55115,WI,Shawano County,"41,304"
55117,WI,Sheboygan County,"115,569"
55119,WI,Taylor County,"20,455"
55121,WI,Trempealeau County,"29,550"
55123,WI,Vernon County,"30,506"
55125,WI,Vilas County,"21,387"
55127,WI,Walworth County,"102,804"
55129,WI,Washburn County,"15,552"
55131,WI,Washington County,"133,674"
55133,WI,Waukesha County,"396,488"
55135,WI,Waupaca County,"51,945"
55137,WI,Waushara County,"24,033"
55139,WI,Winnebago County,"169,546"
55141,WI,Wood County,"73,435"
56001,WY,Albany County,"37,956"
56003,WY,Big Horn County,"12,022"
56005,WY,Campbell County,"49,220"
56007,WY,Carbon County,"15,559"
56009,WY,Converse County,"14,236"
56011,WY,Crook County,"7,444"
56013,WY,Fremont County,"40,315"
56015,WY,Goshen County,"13,383"
56017,WY,Hot Springs County,"4,741"
56019,WY,Johnson County,"8,585"
56021,WY,Laramie County,"97,121"
56023,WY,Lincoln County,"18,722"
56025,WY,Natrona County,"82,178"
56027,WY,Niobrara County,"2,542"
56029,WY,Park County,"29,228"
56031,WY,Platte County,"8,812"
56033,WY,Sheridan County,"30,009"
56035,WY,Sublette County,"9,899"
56037,WY,Sweetwater County,"44,626"
56039,WY,Teton County,"23,125"
56041,WY,Uinta County,"20,822"
56043,WY,Washakie County,"8,328"
56045,WY,Weston County,"7,234"
72001,PR,"Adjuntas Municipio, Puerto Rico","18,579"
72003,PR,"Aguada Municipio, Puerto Rico","39,530"
72005,PR,"Aguadilla Municipio, Puerto Rico","55,804"
72007,PR,"Aguas Buenas Municipio, Puerto Rico","26,915"
72009,PR,"Aibonito Municipio, Puerto Rico","24,040"
72011,PR,"Añasco Municipio, Puerto Rico","27,989"
72013,PR,"Arecibo Municipio, Puerto Rico","89,648"
72015,PR,"Arroyo Municipio, Puerto Rico","18,546"
72017,PR,"Barceloneta Municipio, Puerto Rico","24,650"
72019,PR,"Barranquitas Municipio, Puerto Rico","29,323"
72021,PR,"Bayamón Municipio, Puerto Rico","189,159"
72023,PR,"Cabo Rojo Municipio, Puerto Rico","49,762"
72025,PR,"Caguas Municipio, Puerto Rico","134,481"
72027,PR,"Camuy Municipio, Puerto Rico","32,995"
72029,PR,"Canóvanas Municipio, Puerto Rico","46,972"
72031,PR,"Carolina Municipio, Puerto Rico","161,884"
72033,PR,"Cataño Municipio, Puerto Rico","25,641"
72035,PR,"Cayey Municipio, Puerto Rico","45,490"
72037,PR,"Ceiba Municipio, Puerto Rico","12,218"
72039,PR,"Ciales Municipio, Puerto Rico","17,349"
72041,PR,"Cidra Municipio, Puerto Rico","41,225"
72043,PR,"Coamo Municipio, Puerto Rico","39,862"
72045,PR,"Comerío Municipio, Puerto Rico","19,983"
72047,PR,"Corozal Municipio, Puerto Rico","35,037"
72049,PR,"Culebra Municipio, Puerto Rico","1,806"
72051,PR,"Dorado Municipio, Puerto Rico","37,878"
72053,PR,"Fajardo Municipio, Puerto Rico","33,102"
72054,PR,"Florida Municipio, Puerto Rico","12,188"
72055,PR,"Guánica Municipio, Puerto Rico","17,386"
72057,PR,"Guayama Municipio, Puerto Rico","42,721"
72059,PR,"Guayanilla Municipio, Puerto Rico","19,604"
72061,PR,"Guaynabo Municipio, Puerto Rico","90,879"
72063,PR,"Gurabo Municipio, Puerto Rico","47,265"
72065,PR,"Hatillo Municipio, Puerto Rico","41,047"
72067,PR,"Hormigueros Municipio, Puerto Rico","16,478"
72069,PR,"Humacao Municipio, Puerto Rico","54,827"
72071,PR,"Isabela Municipio, Puerto Rico","43,398"
72073,PR,"Jayuya Municipio, Puerto Rico","15,328"
72075,PR,"Juana Díaz Municipio, Puerto Rico","48,060"
72077,PR,"Juncos Municipio, Puerto Rico","39,754"
72079,PR,"Lajas Municipio, Puerto Rico","23,935"
72081,PR,"Lares Municipio, Puerto Rico","27,372"
72083,PR,"Las Marías Municipio, Puerto Rico","8,881"
72085,PR,"Las Piedras Municipio, Puerto Rico","38,290"
72087,PR,"Loíza Municipio, Puerto Rico","27,251"
72089,PR,"Luquillo Municipio, Puerto Rico","19,004"
72091,PR,"Manatí Municipio, Puerto Rico","40,700"
72093,PR,"Maricao Municipio, Puerto Rico","5,903"
72095,PR,"Maunabo Municipio, Puerto Rico","11,315"
72097,PR,"Mayagüez Municipio, Puerto Rico","79,510"
72099,PR,"Moca Municipio, Puerto Rico","37,746"
72101,PR,"Morovis Municipio, Puerto Rico","31,866"
72103,PR,"Naguabo Municipio, Puerto Rico","26,632"
72105,PR,"Naranjito Municipio, Puerto Rico","29,181"
72107,PR,"Orocovis Municipio, Puerto Rico","21,957"
72109,PR,"Patillas Municipio, Puerto Rico","17,819"
72111,PR,"Peñuelas Municipio, Puerto Rico","21,731"
72113,PR,"Ponce Municipio, Puerto Rico","149,028"
72115,PR,"Quebradillas Municipio, Puerto Rico","24,605"
72117,PR,"Rincón Municipio, Puerto Rico","14,551"
72119,PR,"Río Grande Municipio, Puerto Rico","51,725"
72121,PR,"Sabana Grande Municipio, Puerto Rico","23,555"
72123,PR,"Salinas Municipio, Puerto Rico","29,351"
72125,PR,"San Germán Municipio, Puerto Rico","32,976"
72127,PR,"San Juan Municipio, Puerto Rico","355,074"
72129,PR,"San Lorenzo Municipio, Puerto Rico","38,721"
72131,PR,"San Sebastián Municipio, Puerto Rico","39,007"
72133,PR,"Santa Isabel Municipio, Puerto Rico","22,517"
72135,PR,"Toa Alta Municipio, Puerto Rico","74,368"
72137,PR,"Toa Baja Municipio, Puerto Rico","82,065"
72139,PR,"Trujillo Alto Municipio, Puerto Rico","69,615"
72141,PR,"Utuado Municipio, Puerto Rico","30,288"
72143,PR,"Vega Alta Municipio, Puerto Rico","38,640"
72145,PR,"Vega Baja Municipio, Puerto Rico","54,792"
72147,PR,"Vieques Municipio, Puerto Rico","8,950"
72149,PR,"Villalba Municipio, Puerto Rico","23,697"
72151,PR,"Yabucoa Municipio, Puerto Rico","35,082"
72153,PR,"Yauco Municipio, Puerto Rico","37,679"
